bin_key,bin_size_m,domain,recording_id,osm_way_id,bin_index,direction,n_samples,mean_heading_deg,mean_match_quality,mean_snap_distance_m,first_timestamp_ns,last_timestamp_ns,road_lanes,road_maxspeed_kph,curvature_1_per_m,distance_to_junction_m,distance_to_roundabout_m,distance_to_traffic_signals_m,distance_to_crossing_m,distance_to_stop_m,distance_to_give_way_m,road_class,road_oneway,road_surface,road_is_roundabout,road_bridge,road_tunnel,road_is_service,against_oneway
w378031612_b2_A,50.0,motorcycle,motorcycle_5ab8604a14df,378031612,2,A,3,120.08124831619848,0.9648349239066208,2.2435171881461238,2505248136403,2507248136351,2.0,70.0,5.370104972673412e-08,16.599728046672148,233.77614589792043,1021.6267573161068,207.1207740153719,8297.664443405103,3087.588008815334,primary,,asphalt,False,False,False,False,False
w378031612_b3_A,50.0,motorcycle,motorcycle_5ab8604a14df,378031612,3,A,3,120.0806873854623,0.9860436427462588,0.791772062717382,2508248136299,2510248136247,2.0,70.0,5.370104972673412e-08,43.28372040897412,228.77973916172857,1076.3853958045663,235.7105808967121,8242.926634380123,3072.8612907627016,primary,,asphalt,False,False,False,False,False
w378031612_b4_A,50.0,motorcycle,motorcycle_5ab8604a14df,378031612,4,A,3,120.0806873854623,0.990708598096106,0.597067818258389,2511248136247,2513248136143,2.0,70.0,5.370104972673412e-08,92.5964570226098,234.84621156746277,1125.6980010606892,260.29031892747645,8193.63303590962,3060.3778762328307,primary,,asphalt,False,False,False,False,False
w378031612_b5_A,50.0,motorcycle,motorcycle_5ab8604a14df,378031612,5,A,4,120.0806873854623,0.9931063076840032,0.30178318691381,2514248136143,2517248136039,2.0,70.0,5.370104972673412e-08,126.8354946623064,250.70005610473245,1176.0358776974645,276.49625991130443,8143.314818138158,3048.425097367788,primary,,asphalt,False,False,False,False,False
w378031612_b6_A,50.0,motorcycle,motorcycle_5ab8604a14df,378031612,6,A,3,120.0806873854623,0.9955592344776036,0.1246691462317633,2518248136039,2520248135987,2.0,70.0,8.89035540779837e-08,154.22528684923572,274.903931991554,1227.416741380223,289.6525318556661,8091.954276097696,3037.01005180147,primary,,asphalt,False,False,False,False,False
w378031612_b7_A,50.0,motorcycle,motorcycle_5ab8604a14df,378031612,7,A,3,120.0806873854623,0.990869116392465,0.476626775477481,2521248135987,2523248135934,2.0,70.0,1.593085627804828e-07,167.94156692252477,304.03914304506515,1276.175794548747,309.73995472742075,8043.214762769785,3026.960193736563,primary,,asphalt,False,False,False,False,False
w378031612_b8_A,50.0,motorcycle,motorcycle_5ab8604a14df,378031612,8,A,3,120.0806873854623,0.9895348386230896,0.3618867796371144,2524248135934,2526248135882,2.0,70.0,1.593085627804828e-07,118.52579719300104,341.0108833251252,1329.522146200521,338.4931523419935,7989.890074388458,3016.8357819204302,primary,,asphalt,False,False,False,False,False
w378031612_b9_A,50.0,motorcycle,motorcycle_5ab8604a14df,378031612,9,A,2,120.0806873854623,0.9859430750143708,1.1252352893820885,2527248135882,2528248135882,2.0,70.0,1.5930856278048285e-07,68.53955317817572,378.85172766372045,1379.5083021502828,370.25461695901583,7939.924479017025,3008.1446431907925,primary,,asphalt,False,False,False,False,False
w39352230_b0_A,50.0,motorcycle,motorcycle_5ab8604a14df,39352230,0,A,1,183.4766444151628,0.5126922651015893,7.894562450565984,2822248129372,2822248129372,1.0,50.0,,38.934335260016525,0.0,1549.0042396115823,1548.4262382544905,3874.432470421283,3696.609330122308,secondary,True,asphalt,False,False,False,False,False
w441627318_b0_A,50.0,motorcycle,motorcycle_5ab8604a14df,441627318,0,A,2,111.49041317091726,0.9219326589413278,0.5106238643115502,2484248136820,2485248136820,2.0,50.0,0.0316927634355066,90.0858861061802,11.989316463973474,616.6173741727508,206.56826428351368,8702.491391423398,3245.396056956856,primary,True,asphalt,False,False,False,False,False
w441627318_b1_A,50.0,motorcycle,motorcycle_5ab8604a14df,441627318,1,A,3,135.823157498396,0.9633985274004188,1.026402180735423,2486248136768,2488248136716,2.0,50.0,0.009126058223871,105.07008176223422,45.84318473128791,651.3713520412051,185.20681139140947,8667.655618321838,3225.8680241813395,primary,True,asphalt,False,False,False,False,False
w441627318_b2_A,50.0,motorcycle,motorcycle_5ab8604a14df,441627318,2,A,2,130.23212958731366,0.9504186224430644,2.7047877386999764,2489248136716,2490248136664,2.0,50.0,0.001757723545255,106.83062484642129,92.302357495082,697.4637166895579,164.8907727609428,8621.584979951851,3199.647401869639,primary,True,asphalt,False,False,False,False,False
w441627318_b3_A,50.0,motorcycle,motorcycle_5ab8604a14df,441627318,3,A,2,124.07744458242804,0.9633503333382788,2.876237615161051,2491248136664,2492248136611,2.0,50.0,0.0023072762327586,56.51966878915796,141.9790915583774,747.568276750917,152.2060341133478,8571.581143619725,3176.2536226771417,primary,True,asphalt,False,False,False,False,False
w441627318_b4_A,50.0,motorcycle,motorcycle_5ab8604a14df,441627318,4,A,1,119.13542343896022,0.9600070148458488,1.5762210512000798,2493248136611,2493248136611,2.0,50.0,0.0036274365026006,19.54738482610243,178.2538822931163,784.5708638138822,149.58104793996824,8534.616036360605,3162.150610339644,primary,True,asphalt,False,False,False,False,False
w492871687_b0_A,50.0,motorcycle,motorcycle_5ab8604a14df,492871687,0,A,3,153.52248097055053,0.9514537511266664,2.065502677030992,2468248137080,2470248137028,2.0,50.0,0.0048717921992615,20.584503089466867,106.70473782557254,456.2501876270888,283.826174272582,8871.830230692183,3381.0669499347587,primary,True,asphalt,False,False,False,False,False
w492871687_b1_A,50.0,motorcycle,motorcycle_5ab8604a14df,492871687,1,A,4,140.94256400349144,0.9611570719876308,1.178707267194725,2471248137028,2474248137028,2.0,50.0,0.0041205879386934,63.48841151866372,50.75371801623736,500.981642019018,294.3588239651342,8821.899623475365,3335.971973013268,primary,True,asphalt,False,False,False,False,False
w492871687_b2_A,50.0,motorcycle,motorcycle_5ab8604a14df,492871687,2,A,3,162.38789064843445,0.9486424981563164,3.083575704829127,2475248137028,2477248137028,2.0,50.0,0.0187871311952849,49.79399355398247,8.347923694352263,538.1459907195186,263.95010121229546,8782.374310507032,3300.822452611205,primary,True,asphalt,False,False,False,False,False
w56158484_b0_B,50.0,motorcycle,motorcycle_5ab8604a14df,56158484,0,B,8,118.6094363492844,0.8741439988996021,7.468851662171343,2224248183643,2231248179841,,,,25.11340965639272,430.0906193874442,2155.664932070938,845.5373840870675,11454.095039637705,4759.675810393412,residential,,,False,False,False,False,False
w56158484_b1_B,50.0,motorcycle,motorcycle_5ab8604a14df,56158484,1,B,9,118.6094363492844,0.8894467804749069,8.266128712121851,2215248188382,2223248184163,,,,73.07380872006371,453.9285418682702,2205.1378247196376,888.9760150443983,11504.116011654844,4801.089294100287,residential,,,False,False,False,False,False
w56158484_b2_B,50.0,motorcycle,motorcycle_5ab8604a14df,56158484,2,B,9,118.6094363492844,0.8806409578700185,8.787503968417422,2206248193018,2214248188903,,,,56.21856172255324,482.0119342263026,2255.987488366401,934.2666828503466,11555.503703398988,4843.798083910188,residential,,,False,False,False,False,False
