bin_key,bin_size_m,domain_a,domain_b,osm_way_id,bin_index,paired,rejection_reason,centroid_distance_m,heading_difference_deg,direction_a,direction_b,n_samples_a,n_samples_b,match_quality_a,match_quality_b,pair_quality,first_timestamp_ns_a,first_timestamp_ns_b,last_timestamp_ns_a,last_timestamp_ns_b,road_lanes,road_maxspeed_kph,curvature_1_per_m,distance_to_junction_m,distance_to_roundabout_m,distance_to_traffic_signals_m,distance_to_crossing_m,distance_to_stop_m,distance_to_give_way_m,road_class,road_oneway,road_surface,road_is_roundabout,road_bridge,road_tunnel,road_is_service,against_oneway
w245122745_b14_A,10.0,car,motorcycle,245122745,14,False,only 1 samples in the sparser domain,0.1827688856059964,0.0,A,A,1,1,0.463384261786765,0.9517692258769991,0.6641045701727809,1313118198003,3031248142809,1313118198003,3031248142809,1.0,,0.011872222929268369,60.95736855614044,41.58619976464319,264.9234654830035,76.41895502924262,706.6372129128574,783.6317970238861,unclassified,True,asphalt,False,False,False,False,False
w245122745_b15_A,10.0,car,motorcycle,245122745,15,False,only 1 samples in the sparser domain,2.6931376652974777,2.0435916574129465,A,A,2,1,0.39207188000240717,0.9669986754270754,0.6157377596302918,1314118198420,3032248142862,1315118198837,3032248142862,1.0,,0.012172115782214067,50.614575346493,31.282184298921546,260.6161407341521,86.5219834874484,695.9313373063987,773.9620272362781,unclassified,True,asphalt,False,False,False,False,False
w245122745_b16_A,10.0,car,motorcycle,245122745,16,False,only 1 samples in the sparser domain,2.280785520680039,0.0,A,A,1,1,0.23325327304650928,0.9724549089174841,0.4762649371884815,1316118199201,3033248142914,1316118199201,3033248142914,1.0,,0.012167527313417298,41.55212122682786,21.249212718908222,258.1612163327544,95.77489190628094,685.9123176431054,764.3093261698782,unclassified,True,asphalt,False,False,False,False,False
w245122745_b1_A,10.0,car,motorcycle,245122745,1,False,only 1 samples in the sparser domain,2.269500772634206,0.0,A,A,1,1,0.3372489717048819,0.923760650736906,0.5581552916191462,1302118193628,3020248142237,1302118193628,3020248142237,1.0,,0.022768598054890468,16.661015152639745,160.35801824218143,360.3108441929551,47.11439708918028,826.5005187553678,878.2550016922455,unclassified,True,asphalt,False,False,False,False,False
w245122745_b2_A,10.0,car,motorcycle,245122745,2,False,only 1 samples in the sparser domain,1.8750139033505042,0.0,A,A,1,1,0.36714990522366536,0.9417572289511426,0.5880187729597701,1303118193993,3021248142237,1303118193993,3021248142237,1.0,,0.00271276876253384,26.519057996749915,150.38432708251761,351.9371397066679,37.026351352874904,816.6618509547578,870.2006089548981,unclassified,True,asphalt,False,False,False,False,False
w245122745_b4_A,10.0,car,motorcycle,245122745,4,False,only 1 samples in the sparser domain,1.5344238421434684,0.0,A,A,1,1,0.3785577344196568,0.964146868114755,0.6041400947142387,1305118194826,3023248142341,1305118194826,3023248142341,1.0,,0.00024687803988436146,45.12390818582292,131.94495683955066,336.2061325230174,18.19399616689751,798.4722994697174,855.6771674737446,unclassified,True,asphalt,False,False,False,False,False
w245122745_b5_A,10.0,car,motorcycle,245122745,5,False,only 1 samples in the sparser domain,1.619613466176978,0.0,A,A,1,1,0.3750092662980876,0.9685238140625696,0.6026652511169278,1306118195191,3024248142393,1306118195191,3024248142393,1.0,,0.00024687803988436146,55.168384136472476,122.10236594880934,327.9017844879969,8.091135137886365,788.7267138197404,847.9557369723684,unclassified,True,asphalt,False,False,False,False,False
w245122745_b6_A,10.0,car,motorcycle,245122745,6,False,only 1 samples in the sparser domain,2.653736896215676,0.0,A,A,1,1,0.39906042718838597,0.9693819712289085,0.6219662237994342,1307118195608,3025248142445,1307118195608,3025248142445,1.0,,0.00024687803988436146,66.02454385200592,111.54208118780737,319.03751776134385,2.8109061466653253,778.2295022547269,839.7019837724456,unclassified,True,asphalt,False,False,False,False,False
w245122745_b9_A,10.0,car,motorcycle,245122745,9,False,only 1 samples in the sparser domain,3.009678607225071,0.0,A,A,1,1,0.4196639284397712,0.9620834973802522,0.635414620541321,1309118196441,3027248142549,1309118196441,3027248142549,1.0,,0.0008839042100463879,90.66707119920024,87.85167223700603,299.3021681334649,27.530297339443624,754.5316204803304,821.3614494443025,unclassified,True,asphalt,False,False,False,False,False
w25626902_b1_A,10.0,car,motorcycle,25626902,1,False,only 1 samples in the sparser domain,1.8862859979947886,0.0,A,A,1,1,0.2606811452417283,0.9748726813697648,0.5041140020316285,1331118204931,3049248144164,1331118204931,3049248144164,,,0.005210039684404683,11.914730580528603,78.32479557651503,265.4751967151496,126.53621335961708,566.4144564252879,646.7974596832848,unclassified,,asphalt,False,False,False,False,False
w25626902_b2_A,10.0,car,motorcycle,25626902,2,False,only 1 samples in the sparser domain,0.4047235216184143,0.0,A,A,1,1,0.31569081193381693,0.9867400285520035,0.5581261154803452,1332118205295,3050248144216,1332118205295,3050248144216,,,0.005210039684404683,23.973754495925167,91.44804447005093,267.46412748795626,113.76854398145355,553.225673221101,635.1603875684216,unclassified,,asphalt,False,False,False,False,False
w25626902_b3_A,10.0,car,motorcycle,25626902,3,False,only 1 samples in the sparser domain,0.3068272566595068,0.0,A,A,1,1,0.3387648035710686,0.9909747884132558,0.5794026057420676,1333118205660,3051248144268,1333118205660,3051248144268,,,0.005478604220081425,25.90072185921714,104.22315532375278,269.31573237844907,101.186332215812,540.2719190052217,624.2077459431983,unclassified,,asphalt,False,False,False,False,False
w25626902_b6_A,10.0,car,motorcycle,25626902,6,False,only 1 samples in the sparser domain,1.513877301521535,0.0,A,A,1,1,0.3785238079163013,0.9775734084910351,0.6083048652606229,1335118206389,3053248144424,1335118206389,3053248144424,,,0.006093741484600881,29.576022097975706,129.71975812860785,271.96899236029327,75.26679912878087,514.0631352113703,604.0735900372387,unclassified,,asphalt,False,False,False,False,False
w25626902_b7_A,10.0,car,motorcycle,25626902,7,False,only 1 samples in the sparser domain,2.158885911368519,0.0,A,A,1,1,0.4004019860712518,0.9881089713713136,0.6289998367184968,1336118206753,3054248144476,1336118206753,3054248144476,,,0.006093741484600881,15.43809919300154,142.90009156408786,272.0463733297923,61.13387409810904,500.3694559275077,595.1866684889089,unclassified,,asphalt,False,False,False,False,False
w69488562_b0_B,10.0,car,motorcycle,69488562,0,False,only 1 samples in the sparser domain,2.5429243396548302,0.0,B,B,1,1,0.36843920193359375,0.9507442160810184,0.5918542389945946,1370118218524,3082248147028,1370118218524,3082248147028,,,,9.717627093253034,74.04962327430114,316.4327772640399,66.46656114343216,208.96151752143228,420.08816995459614,unclassified,,,False,False,False,False,False
w69488562_b4_B,10.0,car,motorcycle,69488562,4,False,only 1 samples in the sparser domain,1.4642792008718784,0.0,B,B,1,1,0.35551904493334113,0.9440291407743555,0.5793274881423646,1367118217535,3080248146872,1367118217535,3080248146872,,,,20.943426369687376,42.52084159092337,344.16192854290443,34.93785354091985,240.4739819173898,451.6156774158821,unclassified,,,False,False,False,False,False
w69488562_b5_B,10.0,car,motorcycle,69488562,5,False,only 1 samples in the sparser domain,2.7781826266022427,0.0,B,B,1,1,0.35957924336466757,0.9330023769498622,0.579213508786758,1366118217170,3079248146768,1366118217170,3079248146768,,,,6.27470882849209,27.853661559518994,357.2773006122465,20.271145335341185,255.1360087567425,466.28333986744235,unclassified,,,False,False,False,False,False
w695751889_b0_B,10.0,car,motorcycle,695751889,0,False,only 1 samples in the sparser domain,6.350961504739856,0.0,B,B,1,1,0.6952844817906337,0.976921770829951,0.8241592972123113,1210118153316,2955248137601,1210118153316,2955248137601,2.0,50.0,0.009084945944665307,8.422761909373213,88.59860979396097,977.4003888494849,27.14174943371916,1428.1236723327588,1382.8726120047788,secondary,,asphalt,False,False,False,False,False
w695751889_b2_B,10.0,car,motorcycle,695751889,2,False,only 1 samples in the sparser domain,7.200418640649716,0.0,B,B,1,1,0.703973343555238,0.9842354803456081,0.8323914595576972,1208118152431,2954248137549,1208118152431,2954248137549,2.0,50.0,0.009084945944665307,12.563226712285845,101.31838050214782,989.1156909737674,14.632445738722774,1440.8545092232469,1395.2825929138446,secondary,,asphalt,False,False,False,False,False
w711388111_b0_A,10.0,car,motorcycle,711388111,0,False,only 1 samples in the sparser domain,3.134704756331534,0.0,A,A,1,3,0.686328837901093,0.9014745251744977,0.7865799153680779,1356118213680,3071248145934,1356118213680,3073248146143,,,,5.239642388383004,4.643309938584522,342.10320426187764,21.20943868761235,302.4655288401646,504.3294198236308,unclassified,True,asphalt,False,False,False,False,False
w711388114_b0_A,10.0,car,motorcycle,711388114,0,False,only 1 samples in the sparser domain,2.1399841059757057,0.0,A,A,2,1,0.3425215627993903,0.8950091617642428,0.5536785500696778,1363118216128,3077248146559,1364118216493,3077248146559,,,0.00012705299473320266,10.789627465565266,1.0607082075980305,357.9893354420017,6.865368206793637,282.1061766409372,493.22566557046304,unclassified,True,,False,False,False,False,False
w711388115_b0_B,10.0,car,motorcycle,711388115,0,False,only 1 samples in the sparser domain,7.864564287246949,0.0,B,B,1,1,0.3479615083290119,0.916044459743569,0.5645779059694128,1365118216805,3078248146664,1365118216805,3078248146664,,,,2.339716604544957,13.720980850907127,370.19479912537764,6.196714509818133,269.2476322413756,480.4063437144282,unclassified,,,False,False,False,False,False
w716932550_b2_A,10.0,car,motorcycle,716932550,2,True,,0.9196122565730528,0.27116490962903583,A,A,4,2,0.2667173543600705,0.9160235592387291,0.49428673889924374,1318118199982,3039248143382,1321118201128,3040248143435,,,0.082701822514127,16.056335599053845,1.065395177383244,247.35784043131738,126.65114101093351,654.473361728584,736.9345362660812,unclassified,True,asphalt,True,False,False,False,False
w716932550_b3_A,10.0,car,motorcycle,716932550,3,False,only 1 samples in the sparser domain,4.4994768689987374,29.83052267001895,A,A,1,1,0.3056962209732279,0.8709441821353168,0.5159887064242638,1322118201545,3041248143486,1322118201545,3041248143486,,,0.08296347886666064,17.227079941091354,1.4136726617974928,248.39013039433385,134.43303716584475,646.0468164852556,727.9535929901193,unclassified,True,asphalt,True,False,False,False,False
w717148552_b1_A,10.0,car,motorcycle,717148552,1,False,only 1 samples in the sparser domain,2.5325961685034355,0.0,A,A,1,1,0.6330949289342029,0.9662458210081571,0.782128716634372,1352118212222,3065248145361,1352118212222,3065248145361,2.0,,0.015034151557230672,10.006644974451934,45.55275823750641,325.4145452247553,59.51974906266207,334.3041859132466,508.69282905679796,unclassified,,asphalt,False,False,False,False,False
w717148552_b2_A,10.0,car,motorcycle,717148552,2,False,only 1 samples in the sparser domain,3.1126572095412413,10.143370507129035,A,A,1,2,0.647463812649315,0.9335144280434707,0.7774424806660427,1353118212587,3066248145466,1353118212587,3067248145570,2.0,,0.015034151557230672,18.919042972553406,30.897736649746673,333.8843500880256,46.25304623388797,320.6543310769265,503.5757145220924,unclassified,,asphalt,False,False,False,False,False
w717148552_b3_A,10.0,car,motorcycle,717148552,3,False,only 1 samples in the sparser domain,0.26452892757615776,0.0,A,A,1,2,0.622891143666643,0.9515330304464222,0.7698710915285484,1354118212951,3068248145674,1354118212951,3069248145778,2.0,,0.015034151557230672,9.663276250162896,19.050311684825115,338.4977151345168,35.21058252567316,311.4972475334664,502.4624727814423,unclassified,,asphalt,False,False,False,False,False
w717148552_b4_A,10.0,car,motorcycle,717148552,4,False,only 1 samples in the sparser domain,1.5007377888119702,0.0,A,A,1,1,0.6893181986817821,0.8403888879785413,0.7611145475245852,1355118213316,3070248145882,1355118213316,3070248145882,2.0,,0.015034151557230672,3.332035280525541,12.719425869861217,340.50365103648255,29.31095349542894,307.1333110458808,502.6326558931432,unclassified,,asphalt,False,False,False,False,False
w717185016_b0_A,10.0,car,motorcycle,717185016,0,False,only 1 samples in the sparser domain,3.5591610417030903,0.0,A,A,1,1,0.5872314555083454,0.9909007233039082,0.7628158847389233,1346118210139,3061248145049,1346118210139,3061248145049,2.0,,,8.382899061097818,102.9283298920774,296.6571351762037,17.010680588636035,388.23205660401186,533.1417702642485,unclassified,,asphalt,False,False,False,False,False
w717185016_b2_A,10.0,car,motorcycle,717185016,2,False,only 1 samples in the sparser domain,2.942733111598625,0.0,A,A,1,1,0.6130165504437215,0.9813585113531564,0.7756216921787952,1348118210816,3062248145101,1348118210816,3062248145101,2.0,,,24.801456213393653,86.59760084615306,303.95750675727754,29.30556878185504,372.8347879039394,525.6836922426685,unclassified,,asphalt,False,False,False,False,False
w717185016_b4_A,10.0,car,motorcycle,717185016,4,False,only 1 samples in the sparser domain,8.998019733159726,0.0,A,A,1,1,0.6301351166139877,0.9750094352145408,0.7838288615244101,1350118211545,3063248145205,1350118211545,3063248145205,2.0,,,16.241239644521958,71.41368862185735,311.387363670156,43.30051328172425,358.5661816525644,519.1039791145406,unclassified,,asphalt,False,False,False,False,False
w717185017_b1_A,10.0,car,motorcycle,717185017,1,False,only 1 samples in the sparser domain,1.5128388395898018,0.0,A,A,1,1,0.47209305467664847,0.9897809500492034,0.6835705612220905,1339118207795,3056248144632,1339118207795,3056248144632,,,3.881993478588824e-06,15.559032550348276,172.1437382662036,274.1643956155748,30.145730967186196,470.6149698869811,576.9406772356105,unclassified,,asphalt,False,False,False,False,False
w717185017_b4_A,10.0,car,motorcycle,717185017,4,False,only 1 samples in the sparser domain,8.919633163442967,0.010521767930370629,A,A,1,1,0.5015907288243262,0.9920294378551812,0.7054025579404762,1341118208420,3058248144789,1341118208420,3058248144789,,,3.881993478588824e-06,45.14191832392217,156.29608354745324,279.76783048254896,3.7642412677530954,438.4673584046423,558.83395985131,unclassified,,asphalt,False,False,False,False,False
w717185017_b6_A,10.0,car,motorcycle,717185017,6,False,only 1 samples in the sparser domain,3.254266588670277,0.0,A,A,1,1,0.5363181993742522,0.991352625620851,0.7291642168386433,1343118209097,3059248144841,1343118209097,3059248144841,,,3.881993478588824e-06,27.360723393107033,138.54784473647078,284.28566712196397,21.545436198568233,421.71963099713264,549.9346313048054,unclassified,,asphalt,False,False,False,False,False
w717185017_b8_A,10.0,car,motorcycle,717185017,8,False,only 1 samples in the sparser domain,3.1807588643380984,0.0,A,A,1,1,0.5601124437709072,0.9839820878080461,0.7423884507648029,1345118209774,3060248144945,1345118209774,3060248144945,,,3.881993478588824e-06,9.431787928901935,120.66196496810093,289.87593908516163,17.040371776921614,404.9219880596467,541.4047117359326,unclassified,,asphalt,False,False,False,False,False
w718496900_b0_A,10.0,car,motorcycle,718496900,0,False,only 1 samples in the sparser domain,0.7458163115100702,17.036082395398722,A,A,1,1,0.7135902594630246,0.4642614468954009,0.5755800955112749,1357118214045,3074248146247,1357118214045,3074248146247,,,0.10921484734581514,15.647854417344567,0.48349337830984607,340.1419705795915,10.644806122908983,300.8230682498829,510.4231212017381,unclassified,True,asphalt,True,False,False,False,False
w72561441_b11_B,10.0,car,motorcycle,72561441,11,False,only 1 samples in the sparser domain,5.0242289653861665,0.0,B,B,1,1,0.7541647717782813,0.9899353667293093,0.8640453575621241,1198118147795,2944248136560,1198118147795,2944248136560,2.0,50.0,0.00020900777428375358,100.68923515949227,251.56935041609822,1140.0548637265322,139.7079984554296,1589.3254873643384,1531.5482930360852,secondary,,asphalt,False,False,False,False,False
w72561441_b15_B,10.0,car,motorcycle,72561441,15,False,only 1 samples in the sparser domain,4.976313140742065,0.0,B,B,1,1,0.7223155488991778,0.9942424901954293,0.84744133132884,1195118146389,2942248136351,1195118146389,2942248136351,2.0,50.0,0.00020900777428375358,136.57674180586486,287.0437985996906,1175.8554134405417,157.19881948341617,1624.009628448647,1563.302557066235,secondary,,asphalt,False,False,False,False,False
w72561441_b17_B,10.0,car,motorcycle,72561441,17,False,only 1 samples in the sparser domain,2.7612199001720588,0.0,B,B,1,1,0.6959555544448729,0.9949618435227978,0.8321353384278315,1194118145920,2941248136247,1194118145920,2941248136247,2.0,50.0,0.00020900777428375358,139.07732200524276,304.8172883669672,1193.7576465400548,139.63949035598185,1641.3711013655297,1579.2460781315367,secondary,,asphalt,False,False,False,False,False
w72561441_b18_B,10.0,car,motorcycle,72561441,18,False,only 1 samples in the sparser domain,0.7793811356131128,0.0,B,B,1,1,0.6697733273245707,0.9963667202911185,0.8169087179635509,1193118145504,2940248136195,1193118145504,2940248136195,2.0,50.0,0.003541530528793976,121.68445947645681,322.46108439319846,1211.4733503401246,122.31211279707166,1658.624784496549,1595.1655726595727,secondary,,asphalt,False,False,False,False,False
w72561441_b1_B,10.0,car,motorcycle,72561441,1,False,only 1 samples in the sparser domain,9.606598885146443,3.7554667587324957,B,B,1,1,0.7734388391646028,0.9785367345155911,0.8699645487165898,1205118151024,2950248137132,1205118151024,2950248137132,2.0,50.0,0.000737950253281285,4.096726971776821,157.00636701598276,1043.726075307337,43.11572048807447,1496.2538751957943,1447.0407215536327,secondary,,asphalt,False,False,False,False,False
w72561441_b20_B,10.0,car,motorcycle,72561441,20,False,only 1 samples in the sparser domain,0.708547942443151,0.0,B,B,1,1,0.6467360947042808,0.990928494682024,0.8005430811529408,1192118145035,2939248136091,1192118145035,2939248136091,2.0,50.0,0.003541530528793976,104.47958076480228,339.9558855954292,1228.9022910240005,105.17845547900114,1675.8164711403354,1611.2040972922348,secondary,,asphalt,False,False,False,False,False
w72561441_b22_B,10.0,car,motorcycle,72561441,22,False,only 1 samples in the sparser domain,1.8483760202323745,0.0,B,B,1,1,0.6190887303083494,0.966080288267014,0.7733624111884091,1191118144566,2938248135987,1191118144566,2938248135987,2.0,50.0,0.007035159030745913,86.92839516260275,357.62207781354545,1246.1592197862515,87.68021297710018,1693.4126369688124,1628.0451652695924,secondary,,asphalt,False,False,False,False,False
w72561441_b25_B,10.0,car,motorcycle,72561441,25,False,only 1 samples in the sparser domain,6.1170557393094365,0.0,B,B,1,1,0.5935674971572699,0.9939481911509074,0.7680985224080565,1189118143681,2936248135830,1189118143681,2936248135830,2.0,50.0,0.0010538794361852938,52.08536405684166,392.1489787655011,1279.1882625843268,52.880015390913265,1728.257537320823,1662.2578279626189,secondary,,asphalt,False,False,False,False,False
w72561441_b30_B,10.0,car,motorcycle,72561441,30,False,only 1 samples in the sparser domain,7.954851069319387,0.0,B,B,1,1,0.5577009547417595,0.9959732691951734,0.745288697839582,1186118142379,2933248135570,1186118142379,2933248135570,2.0,50.0,0.00011943142783734525,1.176896952576589,442.49379725886143,1327.1524853517801,2.928130785943024,1779.1119697975482,1712.5213402570382,secondary,,asphalt,False,False,False,False,False
w72561441_b34_B,10.0,car,motorcycle,72561441,34,False,only 1 samples in the sparser domain,6.679392151027145,0.0,B,B,1,1,0.545760288459045,0.9833137218421549,0.7325664341739332,1183118141077,2931248135414,1183118141077,2931248135414,2.0,50.0,0.00011943142783734525,31.396297456963314,474.8038924078112,1358.0410797131435,30.746610151307706,1811.6631989801886,1744.658401792054,secondary,,asphalt,False,False,False,False,False
w72561441_b3_B,10.0,car,motorcycle,72561441,3,False,only 1 samples in the sparser domain,2.7797233610463357,0.0,B,B,1,1,0.7808365473429908,0.9883015750355686,0.8784657019966193,1203118150087,2949248137028,1203118150087,2949248137028,2.0,50.0,0.000737950253281285,19.508792298130903,171.95690432617127,1059.0928412030817,58.52769813030073,1511.0745241133834,1460.4240673210631,secondary,,asphalt,False,False,False,False,False
w72561441_b40_B,10.0,car,motorcycle,72561441,40,False,only 1 samples in the sparser domain,2.0297623549394626,0.0,B,B,1,1,0.7016034112459709,0.9947022691700806,0.8353960170026169,1179118139358,2927248135101,1179118139358,2927248135101,2.0,50.0,0.004580198383238056,95.34307312887434,538.4626328293873,1419.2917643617104,94.67029855138686,1875.6069745559635,1807.5777804733775,secondary,,asphalt,False,False,False,False,False
w72561441_b43_B,10.0,car,motorcycle,72561441,43,False,only 1 samples in the sparser domain,1.7124317020625208,0.0,B,B,1,1,0.7213825409321278,0.9752114932704058,0.8387493934195244,1177118138524,2925248134945,1177118138524,2925248134945,2.0,50.0,0.003198543063309527,89.19898480783827,567.535088355889,1448.723985741994,89.39084485941703,1904.2314233108855,1834.38045393771,secondary,,asphalt,False,False,False,False,False
w72561441_b44_B,10.0,car,motorcycle,72561441,44,False,only 1 samples in the sparser domain,0.041394194274986196,0.0,B,B,1,1,0.7346669804681469,0.9604463854740548,0.8400049082700468,1176118138056,2924248134841,1176118138056,2924248134841,2.0,50.0,0.003198543063309527,75.29846492482166,580.9158477263585,1462.8040362328616,75.09262834182994,1917.1485428565122,1845.9189817754586,secondary,,asphalt,False,False,False,False,False
w72561441_b46_B,10.0,car,motorcycle,72561441,46,False,only 1 samples in the sparser domain,1.5851443304525838,0.0,B,B,1,1,0.7847763046017245,0.9777965360360381,0.8759860456666698,1175118137639,2923248134736,1175118137639,2923248134736,2.0,50.0,0.003198543063309527,60.704988336987235,594.2740587601388,1476.9821166376205,60.50113194539683,1929.9354352382468,1857.1793284861328,secondary,,asphalt,False,False,False,False,False
w72561441_b49_B,10.0,car,motorcycle,72561441,49,False,only 1 samples in the sparser domain,1.3475364108425603,0.0,B,B,1,1,0.9252547639445435,0.9759124224463746,0.9502460828970399,1173118136754,2921248134528,1173118136754,2921248134528,2.0,50.0,0.0003241289120236372,29.48036005900178,623.0418439095843,1507.3445831381448,29.287369147492793,1957.379525856428,1881.426143758832,secondary,,asphalt,False,False,False,False,False
w72561441_b51_B,10.0,car,motorcycle,72561441,51,False,only 1 samples in the sparser domain,0.10547345590711323,0.0,B,B,1,1,0.9076651704450264,0.9681080115416046,0.9373995537150133,1172118136337,2920248134424,1172118136337,2920248134424,2.0,50.0,0.0003241289120236372,12.876570717936714,638.4332279563356,1523.5041094037592,12.711112480573549,1972.0188090560553,1894.4026738717191,secondary,,asphalt,False,False,False,False,False
w72561441_b52_B,10.0,car,motorcycle,72561441,52,False,only 1 samples in the sparser domain,2.2519278085802705,0.0,B,B,1,1,0.90416759393807,0.9661180168243667,0.934629660738577,1171118135920,2919248134372,1171118135920,2919248134372,2.0,50.0,0.0003241289120236372,4.554738890290726,647.2618195169504,1540.4401061976798,4.932521549697603,1987.3434795866622,1907.9850406086646,secondary,,asphalt,False,False,False,False,False
w72561441_b54_B,10.0,car,motorcycle,72561441,54,False,only 1 samples in the sparser domain,6.2880578099929645,0.0,B,B,1,1,0.8701199412940052,0.9705480364344186,0.9189631116020536,1170118135452,2918248134268,1170118135452,2918248134268,2.0,50.0,0.0003241289120236372,21.252660645560088,628.5592510386567,1558.5062469649934,23.536218319564334,2003.5910549165144,1922.3217242990795,secondary,,asphalt,False,False,False,False,False
w72561441_b58_B,10.0,car,motorcycle,72561441,58,False,only 1 samples in the sparser domain,4.720585597191602,0.0,B,B,1,1,0.6909830680228422,0.9782046385468837,0.822145268366425,1167118134150,2916248134059,1167118134150,2916248134059,2.0,50.0,0.0003241289120236372,45.7669107778931,587.8102512835669,1597.9193201969915,64.26887485778423,2039.136857669306,1953.8140523741954,secondary,,asphalt,False,False,False,False,False
w72561441_b5_B,10.0,car,motorcycle,72561441,5,False,only 1 samples in the sparser domain,1.2859525391859865,0.0,B,B,1,1,0.7792675836598255,0.9915590566954031,0.8790277755378625,1202118149618,2948248136924,1202118149618,2948248136924,2.0,50.0,0.000737950253281285,34.920857624485585,186.96761214893516,1074.4609047396855,73.93971232636187,1525.906890778659,1473.8470499010357,secondary,,asphalt,False,False,False,False,False
w72561441_b6_B,10.0,car,motorcycle,72561441,6,False,only 1 samples in the sparser domain,0.03914702827704547,0.0,B,B,1,1,0.75237898453162,0.9973854734937164,0.8662631642484814,1201118149149,2947248136820,1201118149149,2947248136820,2.0,50.0,0.000737950253281285,50.78225209301311,202.47892501174863,1090.2783116612682,89.8010724992852,1541.1835643076108,1487.7016270244833,secondary,,asphalt,False,False,False,False,False
w72561441_b8_B,10.0,car,motorcycle,72561441,8,False,only 1 samples in the sparser domain,1.1761060123333964,0.0,B,B,1,1,0.7590521052747229,0.9974164475305323,0.8701097944131452,1200118148681,2946248136716,1200118148681,2946248136716,2.0,50.0,0.000737950253281285,66.71327600685397,218.10902405165803,1106.1664229681103,105.7320723245214,1556.5390747702115,1501.656998823887,secondary,,asphalt,False,False,False,False,False
w72561441_b9_B,10.0,car,motorcycle,72561441,9,False,only 1 samples in the sparser domain,2.771058749804559,0.0,B,B,1,1,0.7556020106589201,0.9959728999219405,0.86750165748707,1199118148212,2945248136611,1199118148212,2945248136611,2.0,50.0,0.00020900777428375358,83.3721468441176,234.49654522358125,1122.7817213698258,122.39092467992265,1572.608384756207,1516.291605480457,secondary,,asphalt,False,False,False,False,False
w72561505_b0_A,10.0,car,motorcycle,72561505,0,False,only 1 samples in the sparser domain,1.3217475100761007,0.0,A,A,1,1,0.5463804806376171,0.9328382271662856,0.7139219837743181,1214118155139,2961248138122,1214118155139,2961248138122,2.0,50.0,0.012448609015663381,5.343653807789852,32.06410694548444,924.8979097774594,22.148063318241494,1371.5679445140736,1328.3396973994072,secondary,True,asphalt,False,False,False,False,False
w72561505_b1_A,10.0,car,motorcycle,72561505,1,False,only 1 samples in the sparser domain,0.36621367706431524,0.0,A,A,1,2,0.5511273037090559,0.9045842145278038,0.7060744005630587,1215118155608,2962248138226,1215118155608,2963248138278,2.0,50.0,0.012448609015663381,15.610635974315448,22.0823420329478,914.7553336658434,12.02146442677283,1361.614085615447,1319.3963724346759,secondary,True,asphalt,False,False,False,False,False
w72561505_b2_A,10.0,car,motorcycle,72561505,2,False,only 1 samples in the sparser domain,2.84235146476661,4.846387534672871,A,A,1,2,0.5462522864909409,0.9076733913296258,0.7041439237831956,1216118156076,2964248138382,1216118156076,2965248138434,2.0,50.0,0.006626765475421075,26.70695727128938,11.986213661675409,903.7594491045443,1.989700906257604,1350.9245754192937,1309.8757177743087,secondary,True,asphalt,False,False,False,False,False
w72561505_b3_A,10.0,car,motorcycle,72561505,3,False,only 1 samples in the sparser domain,2.279489351301887,0.0,A,A,1,1,0.5194770307241198,0.8938961734339109,0.6814385738649529,1217118156545,2966248138539,1217118156545,2966248138539,2.0,50.0,0.020810460293606704,33.918517791879395,6.040316499129369,896.4845581169736,6.353263593972796,1344.2487051795729,1304.2102927294104,secondary,True,asphalt,False,False,False,False,False
w862981944_b0_B,10.0,car,motorcycle,862981944,0,False,only 1 samples in the sparser domain,3.412787054532,0.0,B,B,2,1,0.6430254823019518,0.796563066823527,0.7156887243963819,1281118184826,3014248141872,1282118185243,3014248141872,2.0,50.0,0.0046275847667465704,1.5039840488456684,211.13296979179174,392.63786102139613,76.9939131656291,877.7025741796415,928.078690013948,secondary,,asphalt,False,False,False,False,False
w862981944_b10_B,10.0,car,motorcycle,862981944,10,False,only 1 samples in the sparser domain,6.56080663189545,0.0,B,B,1,1,0.7464204755087841,0.9880702588947675,0.8587874431314886,1272118181076,3004248141247,1272118181076,3004248141247,2.0,50.0,2.0398247595057922e-06,9.348813769250226,248.07130323090095,500.665167180673,183.8289190540672,960.731182377223,979.1388940780238,secondary,,asphalt,False,False,False,False,False
w862981944_b12_B,10.0,car,motorcycle,862981944,12,False,only 1 samples in the sparser domain,5.240352420803256,0.0,B,B,1,1,0.758360989958461,0.9890752809468847,0.8660693443381554,1270118180243,3003248141195,1270118180243,3003248141195,2.0,50.0,2.0398247595057922e-06,2.4021833210775876,254.4365578116146,512.415779935956,195.4951338278344,970.2479056008627,985.5165970373032,secondary,,asphalt,False,False,False,False,False
w862981944_b13_B,10.0,car,motorcycle,862981944,13,False,only 1 samples in the sparser domain,6.285459396747023,1.8260736248961251,B,B,1,1,0.760388615066406,0.9937618440202309,0.8692785470034223,1269118179826,3002248141143,1269118179826,3002248141143,2.0,50.0,0.0019853315633852698,6.224752879707782,260.51978309128856,523.0488815243967,206.06011000265084,978.9016383100646,991.372799612046,secondary,,asphalt,False,False,False,False,False
