bin_key,osm_way_id,road_class,road_is_roundabout,curvature_1_per_m,distance_to_junction_m,distance_to_roundabout_m,road_lanes,road_maxspeed_kph,pair_quality,centroid_distance_m,heading_difference_deg,bin_key_car,position_uncertainty_m_car,speed_mps_car,acceleration_mps2_car,lateral_acceleration_mps2_car,curvature_1_per_m_car,head_angular_speed_rad_s_car,head_vibration_rms_msec2_car,head_yaw_rate_rad_s_car,head_abs_yaw_rate_rad_s_car,heart_rate_bpm_car,ppg_sqi_car,lux_car,gaze_foveal_entropy_car,gaze_road_relevant_mass_car,frames_in_bin_car,bin_key_moto,position_uncertainty_m_moto,speed_mps_moto,acceleration_mps2_moto,lateral_acceleration_mps2_moto,curvature_1_per_m_moto,head_angular_speed_rad_s_moto,head_vibration_rms_msec2_moto,head_yaw_rate_rad_s_moto,head_abs_yaw_rate_rad_s_moto,heart_rate_bpm_moto,ppg_sqi_moto,lux_moto,gaze_foveal_entropy_moto,gaze_road_relevant_mass_moto,frames_in_bin_moto,road_complexity_index_car,visual_demand_index_car,traffic_interaction_index_car,road_complexity_index_moto,visual_demand_index_moto,traffic_interaction_index_moto
w717185017_b1_A,717185017,unclassified,False,3.881993478588824e-06,18.396255661004485,129.60490485228587,,,0.7295265725560194,8.067326494693283,0.0,w717185017_b1_A,3.083976208520508,11.555000305175781,0.09700009294579992,0.0005183161297022549,3.881993478588824e-06,0.11409420235445722,0.1822951329912919,0.010053015584124778,0.052782092021786534,77.22944206023355,0.9342609665843277,3181.18310546875,,,35,w717185017_b1_A,4.371550522811146,17.95800018310547,0.13199996226085098,0.001251963842437356,3.881993478588824e-06,0.1600033564391638,0.5406431986651274,-0.0010608659950127062,0.03659721040940969,112.67431491152728,0.8177609000662664,4655.24560546875,,,30,0.42406923005486274,0.11892892274045881,0.46437846066829735,0.42406923005486274,0.1377535051407192,0.6418544803036815
w72561441_b0_B,72561441,secondary,False,0.0007379502532812,9.4265600771563,157.04091138846118,2.0,50.0,0.874987015134006,4.201434710867156,0.0,w72561441_b0_B,3.517484145,14.0,-0.3609998915456929,0.14463824964313185,0.000737950253281285,0.08892277194475756,0.1409200009604753,0.013658103720926164,0.027949733702386126,77.61817845992549,0.9718791493429233,2782.287841796875,,,30,w72561441_b0_B,3.88341030646654,15.387999534606934,-0.27800032585471346,0.17473963134979842,0.000737950253281285,0.16339064089646504,0.3369753700537974,0.04631431227741235,0.05724138355282032,127.5701879373789,0.8683438114454812,8085.0947265625,,,45,0.6573642635890453,0.040329282990438156,0.16980038834345573,0.6573642635890453,0.15096343597589126,0.4472487049146764
w72561441_b10_B,72561441,secondary,False,0.0003241289120236,12.89465675126251,638.0847661706475,2.0,50.0,0.9303802485765388,2.8817980730142936,0.0,w72561441_b10_B,3.4973444813137817,13.944000244140625,0.12499994787504765,0.06302205129771003,0.0003241289120236372,0.1465922889698444,0.2291222898004608,0.005010924578076105,0.08396236488118472,61.78813579806372,0.9498287269017797,1888.4482421875,,,30,w72561441_b10_B,4.781008298435593,18.777000427246094,-1.1114996707810612,0.11427999264729431,0.0003241289120236372,0.16352126790107235,0.44778151430241075,0.0016749954427110064,0.039748868852775565,128.62401236454056,0.8022120782758216,7886.66259765625,,,45,0.6402268684114526,0.2204065844767621,0.48238750776376993,0.6402268684114526,0.15147286283915598,0.051629991934893586
w72561441_b11_B,72561441,secondary,False,0.0003241289120236,38.1481905264333,598.2685336897869,2.0,50.0,0.8671886151747407,8.271647799235058,0.0,w72561441_b11_B,3.483282926840195,13.861000061035156,8.881784197001252e-16,0.0622740200741776,0.0003241289120236372,0.09138424922603534,0.12040771161420266,-0.00018075798013776276,0.03497890871968317,79.20971809456715,0.9498287269017797,2750.76611328125,,,33,w72561441_b11_B,5.40022838654097,21.180500030517578,-0.5902499568620083,0.1454191923090373,0.0003241289120236372,0.12859173060576704,0.3399758175627803,-0.003876771537262937,0.03132772079857955,125.48247331292087,0.8022120782758216,7893.443115234375,,,30,0.54138315668657,0.048015426543358414,0.40198959306379484,0.54138315668657,0.015252602157780636,0.29904007355884255
w72561441_b1_B,72561441,secondary,False,0.0006057146335319,58.947133142117565,210.5130266089808,2.0,50.0,0.8707534961124941,0.6555162986684769,0.0,w72561441_b1_B,3.849642001962944,15.416000366210938,-0.020750036583719655,0.17537614120047934,0.000737950253281285,0.07054614476805016,0.11367238610998709,0.0013899900174553015,0.021185784106382652,73.20494412722925,0.9718791493429233,2928.150634765625,,,40,w72561441_b1_B,4.115890046008365,16.291000366210938,-0.4792499041558562,0.18857428993697456,0.000737950253281285,0.14625198981615106,0.2550222432857164,0.024017192548188224,0.036074866995321024,124.98574346693903,0.8683438114454812,8503.6474609375,,,60,0.462399461324368,0.0,0.38864351012824866,0.462399461324368,0.08412511807463209,0.35172601537704085
w72561441_b2_B,72561441,secondary,False,0.0002090077742837,109.6262970984293,260.3967057607941,2.0,50.0,0.8618003094976853,1.378970141813946,0.0,w72561441_b2_B,3.8529076169919394,15.416000366210938,0.027500139690323167,0.04967133864620232,0.00020900777428375358,0.057728524276660156,0.09105102890960966,-0.014854963360469726,0.026706815949534113,80.02483544092964,0.9718791493429233,3844.92822265625,,,30,w72561441_b2_B,4.542002949184226,17.95800018310547,-0.20149992905625513,0.06740323786395416,0.00020900777428375358,0.12960970420208992,0.2509222262605014,-0.01549425353941054,0.051360604157274684,118.73271374131038,0.8117264810143252,8744.5947265625,,,30,0.33498927605650136,0.0,0.4196772315200129,0.33498927605650136,0.01922255536630763,0.4835594575362314
w72561441_b3_B,72561441,secondary,False,0.0013198486924538,132.44617442918815,304.7740571199521,2.0,50.0,0.8322663176658499,2.838928732586215,0.0,w72561441_b3_B,3.825672373752426,15.305000305175781,0.08349987295608408,0.04931754190340513,0.00020900777428375358,0.09897479005910831,0.08088936922489304,-0.0215538151031561,0.04721926529747553,81.29272361106159,0.8385048000313626,3985.6904296875,,,30,w72561441_b3_B,4.485171142632157,17.722000122070312,0.13899992450875942,0.06813298881277946,0.00020900777428375358,0.13686940279978171,0.2432670480908219,-0.017937667525528406,0.03564741744233983,121.53655112722862,0.8117264810143252,8764.5029296875,,,45,0.3445538135469926,0.07171744765525578,0.455695340766127,0.3445538135469926,0.04753435426261611,0.6451769976785084
w72561441_b4_B,72561441,secondary,False,0.0038768563319083,86.94507878785573,357.531717311289,2.0,50.0,0.7809737708829005,2.285632171905426,0.0,w72561441_b4_B,3.77055836346854,15.083000183105469,-8.881784197001252e-16,0.8056871971610093,0.003541530528793976,0.10581997326730046,0.14592360973728502,-0.05877181114162109,0.05877181114162109,78.40887699096326,0.8385048000313626,4211.630615234375,,,30,w72561441_b4_B,4.448369455470367,17.55500030517578,0.12499998695149017,1.108774036374227,0.003541530528793976,0.19833197371907826,0.35204179310569916,-0.06639009503247752,0.06742509032175027,128.62531936460937,0.8117264810143252,9131.04296875,,,45,0.3809790821924078,0.09309203485310798,0.4019895930637937,0.3809790821924078,0.2872296975473206,0.6385319567292638
w72561441_b5_B,72561441,secondary,False,0.0007423967667359,34.91445480638287,409.119655231402,2.0,50.0,0.7681792692832451,7.124123990171082,0.0,w72561441_b5_B,3.8017846523387835,15.222000122070312,-0.027999866981742727,0.24240024514203562,0.0010538794361852938,0.10967216266865226,0.1856093406040585,0.0022974194020827154,0.03299907445070524,90.33193458497934,0.8385048000313626,4174.388671875,,,30,w72561441_b5_B,4.339779905797051,17.111000061035156,0.2499999891840119,0.30856148509953196,0.0010538794361852938,0.15589368532426465,0.30687975227606434,-0.027274932679859157,0.038621178422672146,125.49212363745045,0.8117264810143252,7523.3720703125,,,45,0.5576415355483787,0.10512077911860768,0.38398053821635475,0.5576415355483787,0.1217263683981571,0.6978629451778151
w72561441_b6_B,72561441,secondary,False,0.0001194314278373,15.944449985653607,458.6968204763644,2.0,50.0,0.7390714989447738,0.6513363815697591,0.0415592915904312,w72561441_b6_B,3.576979918536636,14.305500030517578,0.30549989474036643,0.02445246952638327,0.00011943142783734525,0.11242799437021633,0.22764603648180848,0.008565658495737294,0.03169318889664271,76.47073741320912,0.8300368120952358,3654.673828125,,,40,w72561441_b6_B,4.1817374466699215,16.472000122070312,0.06949997781525497,0.03240494570392659,0.00011943142783734525,0.19911682428359528,0.4231512822030818,-0.009548093814529613,0.03273684435724131,116.93829945915998,0.7886888391388667,7797.544921875,,,45,0.6265273292950971,0.1137260659628211,0.5984821108265995,0.6265273292950971,0.29029050386692795,0.6121889939921019
w72561441_b8_B,72561441,secondary,False,0.0048376567344644,90.82017701256127,560.1188733840231,2.0,50.0,0.8378940242199314,1.5748924424369293,0.0,w72561441_b8_B,3.878625791,15.5,-0.16699974725567035,1.0534802870001694,0.004580198383238056,0.18660496487500144,0.2147664574245282,0.08936934303624561,0.0943113274931657,79.82948230745167,0.8300368120952358,2638.864501953125,,,42,w72561441_b8_B,3.7139571381140977,14.61050033569336,0.1667499516820472,0.8734677518723978,0.003889370723273791,0.2369099927007093,0.49211837249904844,0.06713371544972531,0.10257542279745135,140.30834686124055,0.7886888391388667,6173.89453125,,,60,0.3748427652337813,0.34534910305400496,0.29457809679501024,0.3748427652337813,0.43767852135567764,0.6583484897765859
w72561441_b9_B,72561441,secondary,False,0.0022404050128808,45.068313146512416,608.6703067206569,2.0,50.0,0.9162154054465296,1.437418927650984,0.0,w72561441_b9_B,3.5505117797062375,14.222000122070312,0.01399993205587613,0.6469542321924103,0.003198543063309527,0.3974760717459284,0.07676580215936032,-0.00042368255890490314,0.10294371099926972,74.98585719867071,0.9498287269017797,1062.2255859375,,,30,w72561441_b9_B,3.9831944979817813,15.694000244140625,-0.5280002998545799,0.7821942046822297,0.003198543063309527,0.13308092954644626,0.20331724985062824,0.0439667871178924,0.04797330154295505,151.31881840521658,0.8022120782758216,4455.673828125,,,45,0.5307968958368905,1.0,0.4109941195645487,0.5307968958368905,0.032759843802005605,0.32858674247780606
