rank,recording_id,domain,start_frame_index,end_frame_index,start_timestamp_ns,end_timestamp_ns,duration_s,frame_count,expected_frame_count,missing_frame_estimate,largest_gap_ms,gaps_over_1p5_periods,mean_blur_variance,low_sharpness_fraction,mean_luminance,dark_fraction,clipped_fraction,mean_frame_difference,visual_diversity,static_structure_fraction,semantic_diversity,traffic_class_fraction,lane_marking_fraction,cockpit_proxy_fraction,mirror_proxy_fraction,instrument_proxy_fraction,hand_tracked_fraction,hand_proxy_frames,median_speed_mps,moving_fraction,gps_coverage,passes_quality_gate,rejection_reasons,score,score_components,rationale
28,motorcycle_5ab8604a14df,motorcycle,8325,8774,2729850990082,2759781928081,29.930937999,450,450,0,66.870002,0,600.9033203125,0.0,0.30830731987953186,0.05759263038635254,0.00031319184927269816,0.026842214167118073,0.2611526268115942,0.057373046875,0.4252265271684483,0.01031019352376461,0.012433086521923542,0.047743283212184906,0.0,0.0,0.14,63,24.277000427246094,0.8022222222222222,1.0,True,[],0.494239985176603,"{'motion': 0.09790978320313165, 'visual_diversity': 0.12688588007736942, 'semantic_diversity': 0.0932055618831259, 'traffic': 0.01582566197796431, 'cockpit': 0.08327511440444839, 'sharpness': 0.020137983630563357, 'hands': 0.007000000000000001, 'continuity': 0.05}","['strongest contributions: visual_diversity 0.127, motion 0.098, semantic_diversity 0.093', '450 frames over 29.93 s (0 estimated missing, largest interval 66.9 ms)', 'external traffic proxy covers 1.03% of the sampled pixels', 'cockpit proxy covers 4.77% of the sampled pixels', ""hand tracking reports a hand in 14.0% of the window's frames (proxy signal, not visibility ground truth)""]"
29,motorcycle_5ab8604a14df,motorcycle,11475,11924,2939834760988,2969765545207,29.930784219,450,450,0,66.693376,0,602.9894409179688,0.0,0.31080305576324463,0.05515560880303383,0.00046484239283017814,0.024711711332201958,0.22107110507246377,0.09724934895833333,0.5085741600962097,0.03894427418708801,0.055998630821704865,0.008435058407485485,0.0,0.0,0.8,360,12.75,1.0,1.0,True,[],0.49399785545994085,"{'motion': 0.0829378982329902, 'visual_diversity': 0.09264990328820116, 'semantic_diversity': 0.1339906696129358, 'traffic': 0.061171805122573766, 'cockpit': 0.01296489489064561, 'sharpness': 0.020282684312594286, 'hands': 0.04000000000000001, 'continuity': 0.05}","['strongest contributions: semantic_diversity 0.134, visual_diversity 0.093, motion 0.083', '450 frames over 29.93 s (0 estimated missing, largest interval 66.7 ms)', 'external traffic proxy covers 3.89% of the sampled pixels', 'cockpit proxy covers 0.84% of the sampled pixels', ""hand tracking reports a hand in 80.0% of the window's frames (proxy signal, not visibility ground truth)""]"
30,motorcycle_5ab8604a14df,motorcycle,13350,13799,3064824840103,3094755925926,29.931085823,450,450,0,66.68672,0,643.1558837890625,0.0,0.3051745891571045,0.05962838977575302,0.00012380746193230152,0.02739996649324894,0.21654211956521738,0.17171223958333334,0.5342949115993425,0.01761339046061039,0.07648836076259613,0.022449862211942673,0.0,0.0,0.35777777777777775,161,12.568999767303467,1.0,1.0,True,[],0.49356955820740717,"{'motion': 0.10182932911117029, 'visual_diversity': 0.08878143133462281, 'semantic_diversity': 0.1465767933467213, 'traffic': 0.027391314027540005, 'cockpit': 0.038033031058841565, 'sharpness': 0.023068770439622258, 'hands': 0.017888888888888888, 'continuity': 0.05}","['strongest contributions: semantic_diversity 0.147, motion 0.102, visual_diversity 0.089', '450 frames over 29.93 s (0 estimated missing, largest interval 66.7 ms)', 'external traffic proxy covers 1.76% of the sampled pixels', 'cockpit proxy covers 2.24% of the sampled pixels', ""hand tracking reports a hand in 35.8% of the window's frames (proxy signal, not visibility ground truth)""]"
31,motorcycle_5ab8604a14df,motorcycle,8475,8924,2739850316322,2769780540050,29.930223728,450,450,0,66.870002,0,618.4502563476562,0.0,0.30760693550109863,0.06655032187700272,0.0008186827762983739,0.032387834042310715,0.23907382246376813,0.058186848958333336,0.41613643974118264,0.011160844005644321,0.01782701164484024,0.039388932287693024,0.0,0.0,0.0,0,24.90250015258789,1.0,1.0,True,[],0.49052522820677824,"{'motion': 0.13688104458743464, 'visual_diversity': 0.10802707930367506, 'semantic_diversity': 0.08875744281877593, 'traffic': 0.017172788116599398, 'cockpit': 0.06833177238595711, 'sharpness': 0.021355100994336147, 'hands': 0.0, 'continuity': 0.05}","['strongest contributions: motion 0.137, visual_diversity 0.108, semantic_diversity 0.089', '450 frames over 29.93 s (0 estimated missing, largest interval 66.9 ms)', 'external traffic proxy covers 1.12% of the sampled pixels', 'cockpit proxy covers 3.94% of the sampled pixels', ""hand tracking reports a hand in 0.0% of the window's frames (proxy signal, not visibility ground truth)""]"
32,motorcycle_5ab8604a14df,motorcycle,9450,9899,2804845100884,2834776204946,29.931104062,450,450,0,66.71198,0,516.0210571289062,0.0,0.3194447457790375,0.05471055954694748,0.00024790942552499473,0.024919187650084496,0.28526947463768115,0.058919270833333336,0.4612212982019188,0.014588532969355583,0.030446145683526993,0.02200588770210743,0.0,0.0,0.45555555555555555,205,14.179999828338623,1.0,1.0,True,[],0.4895685046029589,"{'motion': 0.08439591627195149, 'visual_diversity': 0.1474854932301741, 'semantic_diversity': 0.11081914684938783, 'traffic': 0.022601021564399172, 'cockpit': 0.03723889839576295, 'sharpness': 0.01425025051350559, 'hands': 0.02277777777777778, 'continuity': 0.05}","['strongest contributions: visual_diversity 0.147, semantic_diversity 0.111, motion 0.084', '450 frames over 29.93 s (0 estimated missing, largest interval 66.7 ms)', 'external traffic proxy covers 1.46% of the sampled pixels', 'cockpit proxy covers 2.20% of the sampled pixels', ""hand tracking reports a hand in 45.6% of the window's frames (proxy signal, not visibility ground truth)""]"
33,motorcycle_5ab8604a14df,motorcycle,8400,8849,2734850495457,2764781041135,29.930545678,450,450,0,66.870002,0,598.9600219726562,0.0,0.3123267889022827,0.059239841997623444,0.00031984789529815316,0.03047334961593151,0.23063858695652173,0.057861328125,0.4155598012466383,0.010314037092030048,0.014558693394064903,0.04999661445617676,0.0,0.0,0.02,9,24.90250015258789,0.9688888888888889,1.0,True,[],0.4868650920369487,"{'motion': 0.12342720630141082, 'visual_diversity': 0.10082205029013538, 'semantic_diversity': 0.0884752720804476, 'traffic': 0.01583174881549194, 'cockpit': 0.08730562494491512, 'sharpness': 0.020003189604547885, 'hands': 0.001, 'continuity': 0.05}","['strongest contributions: motion 0.123, visual_diversity 0.101, semantic_diversity 0.088', '450 frames over 29.93 s (0 estimated missing, largest interval 66.9 ms)', 'external traffic proxy covers 1.03% of the sampled pixels', 'cockpit proxy covers 5.00% of the sampled pixels', ""hand tracking reports a hand in 2.0% of the window's frames (proxy signal, not visibility ground truth)""]"
34,motorcycle_5ab8604a14df,motorcycle,7800,8249,2694853926259,2724784621010,29.930694751,450,450,0,66.743604,0,575.1367797851562,0.0,0.28184252977371216,0.08002453297376633,0.001000284100882709,0.023656204342842102,0.21297554347826086,0.09366861979166667,0.44243266590239433,0.09503534436225891,0.014151566661894321,0.00409681536257267,0.0,0.0,0.0022222222222222222,1,7.804999828338623,1.0,1.0,True,[],0.4865475717143322,"{'motion': 0.07552043369321725, 'visual_diversity': 0.08573500967117988, 'semantic_diversity': 0.10162516778226721, 'traffic': 0.15, 'cockpit': 0.005205123944296953, 'sharpness': 0.018350725512259847, 'hands': 0.00011111111111111112, 'continuity': 0.05}","['strongest contributions: traffic 0.150, semantic_diversity 0.102, visual_diversity 0.086', '450 frames over 29.93 s (0 estimated missing, largest interval 66.7 ms)', 'external traffic proxy covers 9.50% of the sampled pixels', 'cockpit proxy covers 0.41% of the sampled pixels', ""hand tracking reports a hand in 0.2% of the window's frames (proxy signal, not visibility ground truth)""]"
35,motorcycle_5ab8604a14df,motorcycle,13425,13874,3069824473540,3099755457812,29.930984272,450,450,0,66.686876,0,636.185791015625,0.0,0.3046156167984009,0.059339843690395355,9.279672667616978e-05,0.02805827185511589,0.2220901268115942,0.15047200520833334,0.5367909049772773,0.01233181357383728,0.07513473182916641,0.022041605785489082,0.0,0.0,0.19555555555555557,88,12.263500213623047,1.0,1.0,True,[],0.48646703656468376,"{'motion': 0.10645550091980222, 'visual_diversity': 0.0935203094777563, 'semantic_diversity': 0.147798176069134, 'traffic': 0.0190271851297807, 'cockpit': 0.037302786966047, 'sharpness': 0.022585300224385763, 'hands': 0.00977777777777778, 'continuity': 0.05}","['strongest contributions: semantic_diversity 0.148, motion 0.106, visual_diversity 0.094', '450 frames over 29.93 s (0 estimated missing, largest interval 66.7 ms)', 'external traffic proxy covers 1.23% of the sampled pixels', 'cockpit proxy covers 2.20% of the sampled pixels', ""hand tracking reports a hand in 19.6% of the window's frames (proxy signal, not visibility ground truth)""]"
36,motorcycle_5ab8604a14df,motorcycle,9675,10124,2819844056196,2849775091530,29.931035334,450,450,0,66.774938,0,561.564453125,0.0,0.31604433059692383,0.058639392256736755,0.0002322076034033671,0.02826417051255703,0.2612658514492754,0.056966145833333336,0.44272135434543075,0.013188116252422333,0.04168113321065903,0.02033623494207859,0.0,0.0,0.49333333333333335,222,22.75,1.0,1.0,True,[],0.48336309545671824,"{'motion': 0.10790243211566548, 'visual_diversity': 0.12698259187620894, 'semantic_diversity': 0.10176643381269902, 'traffic': 0.020383262326558543, 'cockpit': 0.034252407587472375, 'sharpness': 0.017409301071447184, 'hands': 0.02466666666666667, 'continuity': 0.05}","['strongest contributions: visual_diversity 0.127, motion 0.108, semantic_diversity 0.102', '450 frames over 29.93 s (0 estimated missing, largest interval 66.8 ms)', 'external traffic proxy covers 1.32% of the sampled pixels', 'cockpit proxy covers 2.03% of the sampled pixels', ""hand tracking reports a hand in 49.3% of the window's frames (proxy signal, not visibility ground truth)""]"
37,motorcycle_5ab8604a14df,motorcycle,9900,10349,2834842866406,2864773870894,29.931004488,450,450,0,66.774938,0,618.4521484375,0.0,0.3101653456687927,0.06123657524585724,0.0003189635172020644,0.03255094587802887,0.25407608695652173,0.060628255208333336,0.4275763411774331,0.014247187413275242,0.04643170163035393,0.00919121690094471,0.0,0.0,0.3977777777777778,179,23.569000244140625,1.0,1.0,True,[],0.48084610337820904,"{'motion': 0.13802729588624454, 'visual_diversity': 0.12084139264990329, 'semantic_diversity': 0.09435541358418771, 'traffic': 0.022060452281599686, 'cockpit': 0.01431742785102464, 'sharpness': 0.02135523223636028, 'hands': 0.01988888888888889, 'continuity': 0.05}","['strongest contributions: motion 0.138, visual_diversity 0.121, semantic_diversity 0.094', '450 frames over 29.93 s (0 estimated missing, largest interval 66.8 ms)', 'external traffic proxy covers 1.42% of the sampled pixels', 'cockpit proxy covers 0.92% of the sampled pixels', ""hand tracking reports a hand in 39.8% of the window's frames (proxy signal, not visibility ground truth)""]"
38,motorcycle_5ab8604a14df,motorcycle,12600,13049,3014828494833,3044759723467,29.931228634,450,450,0,66.775208,0,650.0801391601562,0.0,0.29961737990379333,0.06863101571798325,0.0005653522675856948,0.0308049526065588,0.24739583333333334,0.0517578125,0.4936226322390455,0.01545138843357563,0.06491293013095856,0.009338153526186943,0.0,0.0,0.022222222222222223,10,9.416000366210938,1.0,1.0,True,[],0.4807751372283819,"{'motion': 0.12575751149981818, 'visual_diversity': 0.11513539651837523, 'semantic_diversity': 0.12667432896882633, 'traffic': 0.023967476030099816, 'cockpit': 0.014580251889167506, 'sharpness': 0.023549061210983706, 'hands': 0.0011111111111111111, 'continuity': 0.05}","['strongest contributions: semantic_diversity 0.127, motion 0.126, visual_diversity 0.115', '450 frames over 29.93 s (0 estimated missing, largest interval 66.8 ms)', 'external traffic proxy covers 1.55% of the sampled pixels', 'cockpit proxy covers 0.93% of the sampled pixels', ""hand tracking reports a hand in 2.2% of the window's frames (proxy signal, not visibility ground truth)""]"
39,motorcycle_5ab8604a14df,motorcycle,3150,3599,2384878297873,2414809033072,29.930735199,450,450,0,66.794291,0,390.5315246582031,0.0,0.310128390789032,0.06116429343819618,0.00010077304614242166,0.027114905416965485,0.21812726449275363,0.062744140625,0.4709822647089169,0.00963270477950573,0.028950108215212822,0.05709363892674446,0.0,0.0,0.09777777777777778,44,30.416000366210938,1.0,1.0,True,[],0.4807445459212664,"{'motion': 0.09982609232892557, 'visual_diversity': 0.09013539651837525, 'semantic_diversity': 0.1155955520879148, 'traffic': 0.014752762102559016, 'cockpit': 0.1, 'sharpness': 0.005545853994602905, 'hands': 0.00488888888888889, 'continuity': 0.05}","['strongest contributions: semantic_diversity 0.116, cockpit 0.100, motion 0.100', '450 frames over 29.93 s (0 estimated missing, largest interval 66.8 ms)', 'external traffic proxy covers 0.96% of the sampled pixels', 'cockpit proxy covers 5.71% of the sampled pixels', ""hand tracking reports a hand in 9.8% of the window's frames (proxy signal, not visibility ground truth)""]"
40,motorcycle_5ab8604a14df,motorcycle,6600,7049,2614860285560,2644790919874,29.930634314,450,450,0,66.743366,0,618.7450561523438,0.0,0.3144325315952301,0.054677098989486694,0.0003625449608080089,0.027796681970357895,0.2637001811594203,0.058024088541666664,0.4395017621279246,0.023570794612169266,0.02312156930565834,0.022426564246416092,0.0,0.0,0.008888888888888889,4,17.444000244140625,1.0,1.0,True,[],0.48050713182322907,"{'motion': 0.10461720547153378, 'visual_diversity': 0.12906189555125727, 'semantic_diversity': 0.10019096716986278, 'traffic': 0.03682571161142685, 'cockpit': 0.03799135822628458, 'sharpness': 0.02137554934841934, 'hands': 0.00044444444444444447, 'continuity': 0.05}","['strongest contributions: visual_diversity 0.129, motion 0.105, semantic_diversity 0.100', '450 frames over 29.93 s (0 estimated missing, largest interval 66.7 ms)', 'external traffic proxy covers 2.36% of the sampled pixels', 'cockpit proxy covers 2.24% of the sampled pixels', ""hand tracking reports a hand in 0.9% of the window's frames (proxy signal, not visibility ground truth)""]"
41,motorcycle_5ab8604a14df,motorcycle,12975,13424,3039826670082,3069757812081,29.931141999,450,450,0,66.724948,0,629.6197509765625,0.0,0.3079538643360138,0.0582725815474987,0.00024463608860969543,0.028250936418771744,0.2301290760869565,0.056803385416666664,0.48699210724420894,0.020271355286240578,0.05782878026366234,0.009352168068289757,0.0,0.0,0.5511111111111111,248,12.985499858856201,1.0,1.0,True,[],0.4775173550794802,"{'motion': 0.10780943091116574, 'visual_diversity': 0.10038684719535783, 'semantic_diversity': 0.12342976560547336, 'traffic': 0.03160057972297212, 'cockpit': 0.014605319557232653, 'sharpness': 0.022129856531722912, 'hands': 0.027555555555555555, 'continuity': 0.05}","['strongest contributions: semantic_diversity 0.123, motion 0.108, visual_diversity 0.100', '450 frames over 29.93 s (0 estimated missing, largest interval 66.7 ms)', 'external traffic proxy covers 2.03% of the sampled pixels', 'cockpit proxy covers 0.94% of the sampled pixels', ""hand tracking reports a hand in 55.1% of the window's frames (proxy signal, not visibility ground truth)""]"
42,motorcycle_5ab8604a14df,motorcycle,12750,13199,3024827531935,3054758356685,29.93082475,450,450,0,66.730946,0,611.01904296875,0.0,0.30329206585884094,0.06687808781862259,0.0003904238110408187,0.0292129497975111,0.24960371376811594,0.055338541666666664,0.493165059037357,0.01863877847790718,0.06358009576797485,0.010672335512936115,0.0,0.0,0.051111111111111114,23,10.77750015258789,1.0,1.0,True,[],0.47741862970784427,"{'motion': 0.11456987891910742, 'visual_diversity': 0.11702127659574467, 'semantic_diversity': 0.1264504213223871, 'traffic': 0.02901516192954947, 'cockpit': 0.016966689557766597, 'sharpness': 0.020839645827733497, 'hands': 0.0025555555555555557, 'continuity': 0.05}","['strongest contributions: semantic_diversity 0.126, visual_diversity 0.117, motion 0.115', '450 frames over 29.93 s (0 estimated missing, largest interval 66.7 ms)', 'external traffic proxy covers 1.86% of the sampled pixels', 'cockpit proxy covers 1.07% of the sampled pixels', ""hand tracking reports a hand in 5.1% of the window's frames (proxy signal, not visibility ground truth)""]"
