,recording_id,recording_id,bin_order,bin_order,bin_size_m,bin_size_m,samples,samples,observed_time_s,observed_time_s,road_relevant_mass_percent,road_relevant_mass_percent,interior_cockpit_mass_percent,interior_cockpit_mass_percent,vulnerable_road_user_mass_percent,vulnerable_road_user_mass_percent,sign_and_signal_mass_percent,sign_and_signal_mass_percent,road_relevant_top1_percent,road_relevant_top1_percent,foveal_entropy_mean,foveal_entropy_mean,top1_distribution_entropy,top1_distribution_entropy,semantic_transition_rate_per_s,semantic_transition_rate_per_s,fixation_time_percent,fixation_time_percent,scanpath_length_deg_per_s,scanpath_length_deg_per_s,blinks_per_minute,blinks_per_minute,eye_closure_fraction,eye_closure_fraction,pupil_diameter_mm,pupil_diameter_mm,pupil_light_adjusted_residual_mm,pupil_light_adjusted_residual_mm,lane_position_abs_offset,lane_position_abs_offset,lane_position_offset,lane_position_offset,head_angular_speed_rad_s,head_angular_speed_rad_s,head_abs_yaw_rate_rad_s,head_abs_yaw_rate_rad_s,head_vibration_rms_msec2,head_vibration_rms_msec2,speed_mps,speed_mps,heart_rate_bpm,heart_rate_bpm,ibi_ms,ibi_ms
domain,car,motorcycle,car,motorcycle,car,motorcycle,car,motorcycle,car,motorcycle,car,motorcycle,car,motorcycle,car,motorcycle,car,motorcycle,car,motorcycle,car,motorcycle,car,motorcycle,car,motorcycle,car,motorcycle,car,motorcycle,car,motorcycle,car,motorcycle,car,motorcycle,car,motorcycle,car,motorcycle,car,motorcycle,car,motorcycle,car,motorcycle,car,motorcycle,car,motorcycle,car,motorcycle,car,motorcycle
bin_key,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w72561441_b2_B,car_2e84f0c3e245,motorcycle_5ab8604a14df,8,8,50.0,50.0,87,46,2.8999710000000003,1.533318,24.636181517931334,11.76587816700091,0.9077568321113622,0.0,0.0,0.0,0.0,0.04437256962181855,10.344827586206897,0.0,0.29048845863593076,0.24737551999710441,0.2545416402091088,0.1646872086548574,4.827634483241384,1.9565413045434803,91.95402298850574,63.04347826086957,30.326514912663313,28.26008958723553,20.224723646005312,91.5254082160325,0.03333333333333333,0.23333333333333334,2.1049532224424183,2.1064470056444407,-0.03231652967959067,-0.04787162410085401,0.06172839506172839,0.2389167900026628,-0.006622516556291391,0.2389167900026628,0.0607359226068734,0.13884202586759364,0.03268039154623055,0.04797961120181145,0.0908254406943764,0.23022308036176575,15.416000366210938,17.95800018310547,82.0655587230454,124.22116468294428,732.282656,483.9542195
w72561441_b1_B,car_2e84f0c3e245,motorcycle_5ab8604a14df,9,9,50.0,50.0,116,109,3.8666280000000004,3.633297,32.66235672276664,15.227076171856815,19.19005634068533,0.0,0.0,0.0,0.09102426349268937,2.3472291916746335,33.62068965517241,1.834862385321101,0.2762109807935121,0.3047122371878697,0.4208180571186762,0.24462198461057477,7.241451724862076,5.22941009226606,70.6896551724138,55.96330275229357,34.909603546717015,41.1294677500708,15.1260491490715,60.504196596286,0.03333333333333333,0.08333333333333333,2.138015697710216,2.1195532754063606,-0.04869660993718625,-0.03444572010331305,0.2413793103448276,0.06962025316455696,-0.2413793103448276,0.047021943573667714,0.07529350074048072,0.13861870455304867,0.025640123838699812,0.03802623036998649,0.11356949061311959,0.2537512330480685,15.416000366210938,16.291000366210938,73.20494412722925,126.02682470875536,819.616772,476.1605995
w72561441_b0_B,car_2e84f0c3e245,motorcycle_5ab8604a14df,10,10,50.0,50.0,86,83,2.866638,2.766639,27.469988772169085,17.352668684447785,0.05178807646429721,0.0,0.0593216667257957,0.0009542274895862982,0.179724198132135,0.04746629112870112,12.790697674418606,8.433734939759036,0.29194756511570646,0.3476290690703715,0.14120436149969973,0.38651401630694865,4.534929070220935,11.566380724048203,86.04651162790698,66.26506024096386,25.94840507133767,45.32693095161946,20.224723646005312,40.449433657367,0.044444444444444446,0.06666666666666667,2.1345665445551276,2.1118371514603496,-0.0498124648198677,-0.07455811772771534,0.08695652173913043,0.40069686411149824,-0.02654867256637168,-0.3448275862068966,0.09100056770720165,0.16090537640192867,0.032070144233182954,0.05654788089708631,0.14023520237305798,0.3307871135831737,14.0,15.387999534606934,77.61817845992549,126.52948100327464,773.014791,474.22987
w695751889_b0_B,car_2e84f0c3e245,motorcycle_5ab8604a14df,11,11,50.0,50.0,104,82,3.466632,2.7333060000000002,39.01438382040296,24.570821482293077,0.0,0.0,0.0,0.0,0.1670942343345247,0.20937388813603675,42.30769230769231,18.292682926829265,0.3144705695507247,0.31470522681966784,0.3845781247503922,0.3754191983959261,9.230861539384625,10.24400487907318,86.53846153846155,28.04878048780488,26.30286877126025,59.526793433791035,45.378158887085526,40.449433657367,0.125,0.06666666666666667,2.1260109497234225,2.1403884747996926,-0.04225978963046584,-0.1504991834166674,0.6375,0.616519174041298,-0.6,-0.5842293906810035,0.16241327622313784,0.18409479597688302,0.0740689783354681,0.05732758807299575,0.1333539917515671,0.3106188005557189,13.874500274658203,13.25,82.81216501780546,123.48427604635775,728.306094,485.891823
w22868496_b0_B,car_2e84f0c3e245,motorcycle_5ab8604a14df,12,12,50.0,50.0,90,142,2.9999700000000002,4.7332860000000005,39.07516325013862,53.82949055850459,0.0,0.0,0.0,0.0,0.07047829991533044,0.22409442228232368,44.44444444444445,57.74647887323944,0.3331854534132317,0.29840598200303126,0.3481351243799001,0.3712946064209213,9.333426667600008,10.352216198218319,83.33333333333334,61.267605633802816,40.326638661391065,38.556072586952055,0.0,12.080536101977442,0.0,0.05333333333333334,2.090447465889156,2.1142647601664066,-0.05494090130991067,-0.06123324830203773,0.5496688741721855,0.7003484320557491,-0.5466666666666666,-0.7003484320557491,0.14660980746395508,0.23071057764608818,0.058000174527408896,0.06349233233269912,0.11126972809043419,0.40076680155687344,13.305000305175781,9.861000061035156,85.12717499895646,128.6234666860848,705.090885,466.477864
w72561505_b0_A,car_2e84f0c3e245,motorcycle_5ab8604a14df,13,13,50.0,50.0,191,170,6.3666030000000005,5.66661,77.50711533500476,51.47010711018009,1.3458205348393975,0.0,0.19050284063504475,0.0,3.607972282572637,1.481010875776809,83.24607329842932,45.88235294117647,0.1545456879838087,0.26713957596340937,0.31644396776220646,0.5226657761425076,4.083810471612569,8.470672942023537,57.59162303664922,50.0,51.10801392336973,98.5251367569756,34.44976406217838,30.167596080022566,0.0761904761904762,0.05,2.072475734166801,2.2100465139374137,-0.051242738133425864,0.07770669871924249,0.49650076070419474,1.5046429573202238,-0.49650076070419474,-1.3061478322672353,0.15252782992381578,0.4910366519752275,0.08507364282610294,0.39822059701216334,0.09775389153986831,0.34931574906635743,9.65250015258789,6.277500152587891,87.2734533395044,125.4978487826948,687.582396,478.127291
w23064623_b1_A,car_2e84f0c3e245,motorcycle_5ab8604a14df,14,14,50.0,50.0,203,90,6.766599,2.9999700000000002,41.84866492031446,42.63534184996447,1.811354687257759,0.0,0.2572576123440424,5.816182324794018,1.0576752783561751,0.019228687203656464,38.423645320197046,37.77777777777778,0.18277415647791603,0.20755006168425708,0.42794062800143695,0.35402877723578025,6.206958621310351,7.666743334100007,43.84236453201971,78.88888888888889,45.56849335459635,45.71289656096322,23.136249760443413,0.0,0.125,0.0,2.1873293444514275,2.3472330067306757,0.052469769899717196,0.09504559003257942,0.5105882352941177,0.7105884557721139,-0.5105882352941177,-0.7105884557721139,0.31452493718606866,0.379947407179226,0.1688663428836781,0.21001516305794057,0.15392851290857257,0.504731917092455,1.972000002861023,8.555000305175781,102.30359872260895,106.69832106093922,586.5930205,563.643594
w23064623_b2_A,car_2e84f0c3e245,motorcycle_5ab8604a14df,15,15,50.0,50.0,155,82,5.166615,2.7333060000000002,30.914835939124142,31.506056946754974,14.805943123939343,0.0,0.0,0.03797086133505787,0.0002714517763223489,0.8713551284711459,27.096774193548388,23.170731707317074,0.22893299170479214,0.22457076649696872,0.43364538867173114,0.39139893340850607,6.967811613600007,6.219574390865859,36.774193548387096,46.34146341463415,58.94107836520348,67.06777372826475,52.63158818098038,40.449433657367,0.09883720930232558,0.06666666666666667,2.196807530708611,2.3724600323475897,0.027171152460989025,0.10242882514558066,7.828878748370274,0.22376738305941846,-7.828878748370274,0.22376738305941846,0.4010996044189241,0.47763035984074326,0.19809926708736406,0.2592852463386689,0.25065408773129494,1.221065012813594,3.888000011444092,10.527000427246094,88.26798897017922,136.60359765837302,679.748125,439.227085
w23064624_b0_A,car_2e84f0c3e245,motorcycle_5ab8604a14df,16,16,50.0,50.0,93,78,3.099969,2.599974,31.077025147436345,37.51245543231757,0.39936266430068235,13.632575127620736,0.14994717507346092,0.2692281996745041,0.12296970137364541,0.4375524304198141,11.827956989247312,35.8974358974359,0.2851566907497973,0.27706224910084165,0.14752876737074427,0.5905975178178117,5.161341936000005,10.00010000100001,68.81720430107528,33.33333333333333,28.66891372681316,67.00980357938255,18.947366426593007,40.449433657367,0.03125,0.1,2.1535088308155537,2.227518940344453,0.014886367726453,0.024570390052488372,0.25405405405405407,0.5987743052335466,-0.22388059701492538,0.5987743052335466,0.1709972558702795,0.3001260868813863,0.05671985230640484,0.11997173520750214,0.23444339907605116,0.6452139256515922,6.513499975204468,12.305000305175781,98.85138903710552,138.6659699367795,640.9635675,433.400806
w862981944_b8_B,car_2e84f0c3e245,motorcycle_5ab8604a14df,17,17,50.0,50.0,69,86,2.299977,2.866638,29.58174776613294,30.13514619798504,15.619741221335781,0.0,0.1440084593322339,1.2012633654511735,0.0,0.0,17.391304347826086,25.58139534883721,0.2994882982237792,0.34931371992998556,0.35654569744464687,0.40034552148544916,6.087017391913049,8.721017442732567,81.15942028985508,41.86046511627907,30.961006781167985,61.900386819923874,24.65753762432022,40.449433657367,0.05405405405405406,0.044444444444444446,2.1563225891441107,2.2365954937413335,0.0025117718939339333,-0.03437258590078922,0.3029901665663255,0.19811320754716982,-0.27571743929359827,0.1589958158995816,0.0778335856421421,0.22073239820899318,0.022619542026972243,0.08622748188514866,0.10500414723756457,0.4328348334768593,10.137999534606934,11.387999534606934,79.64724769608864,133.63136943127313,753.6416664999999,449.004817
